,gene_ids-0
Rpl28-ps3,ENSMUSG00000079942.5
Lsm10,ENSMUSG00000050188.8
Stk40,ENSMUSG00000042608.11
Gm12946,ENSMUSG00000086961.1
Eva1b,ENSMUSG00000050212.4
Sh3d21,ENSMUSG00000073758.6
Thrap3,ENSMUSG00000043962.12
Gm25323,ENSMUSG00000084504.1
Map7d1,ENSMUSG00000028849.13
Trappc3,ENSMUSG00000028847.8
Col8a2,ENSMUSG00000056174.8
Adprhl2,ENSMUSG00000042558.12
Tekt2,ENSMUSG00000028845.11
Gm12945,ENSMUSG00000087394.1
Ago3,ENSMUSG00000028842.11
Gm22033,ENSMUSG00000080597.1
Ago1,ENSMUSG00000041530.12
Gm12929,ENSMUSG00000084099.1
Gm12928,ENSMUSG00000082381.1
Ago4,ENSMUSG00000042500.11
Gm12935,ENSMUSG00000083461.1
Gm12934,ENSMUSG00000082888.1
Clspn,ENSMUSG00000042489.11
Mir7119,ENSMUSG00000098831.1
Gm12936,ENSMUSG00000081319.1
5730409E04Rik,ENSMUSG00000073755.4
Gm12933,ENSMUSG00000081210.1
Psmb2,ENSMUSG00000028837.4
Tfap2e,ENSMUSG00000042477.7
Ncdn,ENSMUSG00000028833.9
AU040320,ENSMUSG00000028830.10
Gm12937,ENSMUSG00000082498.1
Gm24161,ENSMUSG00000077780.1
Gm25604,ENSMUSG00000088984.1
Zmym4,ENSMUSG00000042446.12
Gm12939,ENSMUSG00000081609.1
Sfpq,ENSMUSG00000028820.9
Gm12940,ENSMUSG00000085334.3
Gm12941,ENSMUSG00000084088.1
Zmym1,ENSMUSG00000043872.10
Gm12944,ENSMUSG00000084149.1
Zmym6,ENSMUSG00000042408.9
Gm25600,ENSMUSG00000088982.1
Gm12942,ENSMUSG00000070737.6
Gm12943,ENSMUSG00000082220.3
Dlgap3,ENSMUSG00000042388.10
Smim12,ENSMUSG00000042380.8
Gm22221,ENSMUSG00000087987.1
Gm12948,ENSMUSG00000082047.1
Gja4,ENSMUSG00000050234.7
Gjb3,ENSMUSG00000042367.8
Gjb4,ENSMUSG00000046623.4
Gjb5,ENSMUSG00000042357.2
Gm12947,ENSMUSG00000079998.2
4930471C06Rik,ENSMUSG00000086138.3
1700080G11Rik,ENSMUSG00000086771.1
A630031M04Rik,ENSMUSG00000087470.1
1700112K13Rik,ENSMUSG00000087510.1
CK137956,ENSMUSG00000028813.2
Csmd2,ENSMUSG00000028804.14
Csmd2os,ENSMUSG00000087459.4
Hmgb4,ENSMUSG00000048686.4
Hmgb4os,ENSMUSG00000085717.1
Zscan20,ENSMUSG00000061894.11
Tlr12,ENSMUSG00000062545.4
Gm12958,ENSMUSG00000084891.1
Phc2,ENSMUSG00000028796.13
A3galt2,ENSMUSG00000028794.9
Zfp362,ENSMUSG00000028799.11
Gm12968,ENSMUSG00000085701.1
Gm12969,ENSMUSG00000084011.1
Trim62,ENSMUSG00000041000.8
Azin2,ENSMUSG00000028789.12
Gm15904,ENSMUSG00000085961.1
Ak2,ENSMUSG00000028792.10
1700086P04Rik,ENSMUSG00000085085.2
Rnf19b,ENSMUSG00000028793.11
Tmem54,ENSMUSG00000028786.11
Hpca,ENSMUSG00000028785.8
Gm15906,ENSMUSG00000087416.1
Fndc5,ENSMUSG00000001334.9
S100pbp,ENSMUSG00000040928.11
Yars,ENSMUSG00000028811.7
C77080,ENSMUSG00000050390.8
Gm12976,ENSMUSG00000087575.3
Gm22994,ENSMUSG00000093163.1
Sync,ENSMUSG00000001333.9
Rbbp4,ENSMUSG00000057236.10
Gm26722,ENSMUSG00000096944.1
Zbtb8os,ENSMUSG00000057572.11
Zbtb8a,ENSMUSG00000028807.2
Gm12980,ENSMUSG00000082468.1
Zbtb8b,ENSMUSG00000048485.8
Gm24621,ENSMUSG00000064613.1
Bsdc1,ENSMUSG00000040859.10
Tssk3,ENSMUSG00000000411.7
Fam229a,ENSMUSG00000078554.2
Gm12979,ENSMUSG00000086336.1
Marcksl1,ENSMUSG00000047945.6
Hdac1,ENSMUSG00000028800.11
Lck,ENSMUSG00000000409.10
Mir8119,ENSMUSG00000099070.1
Fam167b,ENSMUSG00000050493.8
Eif3i,ENSMUSG00000028798.12
Tmem234,ENSMUSG00000028797.16
Dcdc2b,ENSMUSG00000078552.6
Iqcc,ENSMUSG00000040795.8
Ccdc28b,ENSMUSG00000028795.11
Txlna,ENSMUSG00000053841.11
Kpna6,ENSMUSG00000003731.9
Tmem39b,ENSMUSG00000053730.11
Mir7016,ENSMUSG00000098422.1
Khdrbs1,ENSMUSG00000028790.9
Gm12967,ENSMUSG00000080944.1
Gm28017,ENSMUSG00000099322.1
Ptp4a2,ENSMUSG00000028788.10
Gm10571,ENSMUSG00000073753.4
Gm23845,ENSMUSG00000065768.1
Gm12966,ENSMUSG00000070729.5
E330017L17Rik,ENSMUSG00000086369.3
Spocd1,ENSMUSG00000028784.9
1700003M07Rik,ENSMUSG00000085389.3
Bai2,ENSMUSG00000028782.10
Gm12963,ENSMUSG00000085517.3
Col16a1,ENSMUSG00000040690.11
Pef1,ENSMUSG00000028779.12
Hcrtr1,ENSMUSG00000028778.11
Tinagl1,ENSMUSG00000028776.10
Gm853,ENSMUSG00000023120.9
Serinc2,ENSMUSG00000023232.13
Gm10570,ENSMUSG00000073752.1
Fabp3,ENSMUSG00000028773.8
Zcchc17,ENSMUSG00000028772.15
Snrnp40,ENSMUSG00000074088.6
Nkain1,ENSMUSG00000078532.5
Pum1,ENSMUSG00000028580.11
Snord85,ENSMUSG00000065196.1
Gm12971,ENSMUSG00000087449.1
Gm24091,ENSMUSG00000093793.1
Gm26516,ENSMUSG00000097158.1
Gm23711,ENSMUSG00000095119.1
Gm12972,ENSMUSG00000086548.1
Sdc3,ENSMUSG00000025743.10
Gm12970,ENSMUSG00000087451.1
Gm26716,ENSMUSG00000097224.1
Gm22660,ENSMUSG00000077381.1
Laptm5,ENSMUSG00000028581.13
Matn1,ENSMUSG00000040533.7
Gm12973,ENSMUSG00000085804.1
A930031H19Rik,ENSMUSG00000086262.3
Gm25261,ENSMUSG00000088041.1
Gm831,ENSMUSG00000078531.3
Gm12962,ENSMUSG00000087171.1
Gm16080,ENSMUSG00000086856.1
Ptpru,ENSMUSG00000028909.13
Mecr,ENSMUSG00000028910.8
Srsf4,ENSMUSG00000028911.12
RP23-13A13.6,ENSMUSG00000102602.1
Gm12992,ENSMUSG00000085667.1
Gm12978,ENSMUSG00000083013.1
Tmem200b,ENSMUSG00000070720.3
Epb4.1,ENSMUSG00000028906.11
Gm27445,ENSMUSG00000098577.1
Gm13063,ENSMUSG00000084869.1
Gm10300,ENSMUSG00000070717.1
Gm13214,ENSMUSG00000083368.1
RP23-335B9.5,ENSMUSG00000102796.1
Oprd1,ENSMUSG00000050511.1
Gm13215,ENSMUSG00000081394.1
Ythdf2,ENSMUSG00000040025.13
Rps15a-ps4,ENSMUSG00000083757.1
Gmeb1,ENSMUSG00000028901.9
Gm13252,ENSMUSG00000084105.1
Gm28874,ENSMUSG00000100813.1
Rnu11,ENSMUSG00000099937.1
Rnu11-1,ENSMUSG00000077323.1
Taf12,ENSMUSG00000028899.7
Rab42,ENSMUSG00000089687.2
Snhg12,ENSMUSG00000086290.4
Snora16a,ENSMUSG00000065097.1
Snora44,ENSMUSG00000064604.1
Snora61,ENSMUSG00000064949.1
Snord99,ENSMUSG00000080615.1
Trnau1ap,ENSMUSG00000028898.11
Rcc1,ENSMUSG00000028896.9
Snhg3,ENSMUSG00000085241.3
Gm17300,ENSMUSG00000091021.1
Snora73b,ENSMUSG00000065353.1
Snora73a,ENSMUSG00000064387.1
Phactr4,ENSMUSG00000066043.9
Gm25707,ENSMUSG00000096350.1
Gm23055,ENSMUSG00000064739.1
Med18,ENSMUSG00000066042.4
Sesn2,ENSMUSG00000028893.8
Gm12981,ENSMUSG00000086997.1
Atpif1,ENSMUSG00000054428.8
Gm12999,ENSMUSG00000087352.1
Dnajc8,ENSMUSG00000054405.10
Gm24762,ENSMUSG00000065623.1
Ptafr,ENSMUSG00000056529.7
Eya3,ENSMUSG00000028886.11
Xkr8,ENSMUSG00000037752.4
Smpdl3b,ENSMUSG00000028885.8
Rpa2,ENSMUSG00000028884.10
Themis2,ENSMUSG00000037731.5
Gm13022,ENSMUSG00000081647.1
Ppp1r8,ENSMUSG00000028882.9
Gm22767,ENSMUSG00000088990.1
Stx12,ENSMUSG00000028879.4
Gm13033,ENSMUSG00000083816.3
Fam76a,ENSMUSG00000028878.7
Gm24913,ENSMUSG00000087911.1
Fgr,ENSMUSG00000028874.10
Ahdc1,ENSMUSG00000037692.10
Gm26615,ENSMUSG00000097088.1
Wasf2,ENSMUSG00000028868.9
Gm24636,ENSMUSG00000089298.1
Mir7017,ENSMUSG00000099202.1
Gpr3,ENSMUSG00000049649.8
Cd164l2,ENSMUSG00000028865.9
Map3k6,ENSMUSG00000028862.6
Sytl1,ENSMUSG00000028860.9
Tmem222,ENSMUSG00000028857.12
Gm13259,ENSMUSG00000083241.1
Wdtc1,ENSMUSG00000037622.10
Slc9a1,ENSMUSG00000028854.9
Mir5122,ENSMUSG00000092745.1
Gm13257,ENSMUSG00000086850.1
Fam46b,ENSMUSG00000046694.6
Trnp1,ENSMUSG00000056596.8
Kdf1,ENSMUSG00000037600.12
Nudc,ENSMUSG00000028851.6
Nr0b2,ENSMUSG00000037583.2
Gm23158,ENSMUSG00000093886.1
Gm13258,ENSMUSG00000082668.1
Gpatch3,ENSMUSG00000028850.2
Gpn2,ENSMUSG00000028848.9
Sfn,ENSMUSG00000047281.3
Zdhhc18,ENSMUSG00000037553.10
Gm13213,ENSMUSG00000083885.1
Gm22662,ENSMUSG00000093031.2
Pigv,ENSMUSG00000043257.11
Arid1a,ENSMUSG00000007880.12
Gm25270,ENSMUSG00000084555.1
Gm12974,ENSMUSG00000084789.1
Rps6ka1,ENSMUSG00000003644.13
Gm12977,ENSMUSG00000085009.1
Gm12985,ENSMUSG00000080946.1
Gm22523,ENSMUSG00000089321.1
Hmgn2,ENSMUSG00000003038.11
Dhdds,ENSMUSG00000012117.9
Lin28a,ENSMUSG00000050966.5
Gm13061,ENSMUSG00000087288.1
Zfp683,ENSMUSG00000049410.8
Aim1l,ENSMUSG00000012123.11
Cd52,ENSMUSG00000000682.7
Ubxn11,ENSMUSG00000012126.12
Sh3bgrl3,ENSMUSG00000028843.8
Cep85,ENSMUSG00000037443.9
Gm27619,ENSMUSG00000098693.1
Gm7534,ENSMUSG00000073747.2
Gm13131,ENSMUSG00000081772.1
Catsper4,ENSMUSG00000048003.8
Cnksr1,ENSMUSG00000028841.10
Zfp593,ENSMUSG00000028840.10
E130218I03Rik,ENSMUSG00000086322.3
Grrp1,ENSMUSG00000050105.5
Pdik1l,ENSMUSG00000050890.11
Trim63,ENSMUSG00000028834.9
Gm13195,ENSMUSG00000083065.1
Slc30a2,ENSMUSG00000028836.10
Extl1,ENSMUSG00000028838.7
Pafah2,ENSMUSG00000037366.10
1700021N21Rik,ENSMUSG00000087343.1
Stmn1,ENSMUSG00000028832.7
Gm23634,ENSMUSG00000092812.1
Gm13250,ENSMUSG00000083001.1
Paqr7,ENSMUSG00000037348.11
Aunip,ENSMUSG00000078521.2
Mtfr1l,ENSMUSG00000046671.14
Sepn1,ENSMUSG00000050989.9
Man1c1,ENSMUSG00000037306.9
Mir6403,ENSMUSG00000099289.1
Gm29294,ENSMUSG00000100493.1
Ldlrap1,ENSMUSG00000037295.6
Tmem57,ENSMUSG00000028826.10
Rhd,ENSMUSG00000028825.7
Tmem50a,ENSMUSG00000028822.7
Rsrp1,ENSMUSG00000037266.14
Syf2,ENSMUSG00000028821.4
Gm16225,ENSMUSG00000086884.1
Runx3,ENSMUSG00000070691.6
Gm16224,ENSMUSG00000084986.1
Clic4,ENSMUSG00000037242.8
Gm12983,ENSMUSG00000087270.2
Gm12984,ENSMUSG00000085002.1
Gm12982,ENSMUSG00000082833.1
Srrm1,ENSMUSG00000028809.12
Ncmap,ENSMUSG00000043924.12
Gm12991,ENSMUSG00000084032.1
Gm12990,ENSMUSG00000081136.1
Rcan3,ENSMUSG00000059713.8
Mir700,ENSMUSG00000076123.1
Gm15979,ENSMUSG00000087016.1
Nipal3,ENSMUSG00000028803.14
RP23-332E2.7,ENSMUSG00000103955.1
Stpg1,ENSMUSG00000028801.10
Gm25317,ENSMUSG00000080474.1
Grhl3,ENSMUSG00000037188.7
Gm23106,ENSMUSG00000088179.1
1700029M20Rik,ENSMUSG00000086788.2
Ifnlr1,ENSMUSG00000062157.6
Gm12989,ENSMUSG00000083678.3
Il22ra1,ENSMUSG00000037157.8
Gm12988,ENSMUSG00000082743.1
Myom3,ENSMUSG00000037139.11
Gm13000,ENSMUSG00000081672.1
Srsf10,ENSMUSG00000028676.13
Pnrc2,ENSMUSG00000028675.8
Gm13006,ENSMUSG00000083430.1
Cnr2,ENSMUSG00000062585.7
Fuca1,ENSMUSG00000028673.6
Hmgcl,ENSMUSG00000028672.9
Gale,ENSMUSG00000028671.12
Lypla2,ENSMUSG00000028670.10
Pithd1,ENSMUSG00000028669.11
Gm13007,ENSMUSG00000083852.1
Tceb3,ENSMUSG00000028668.5
Gm13008,ENSMUSG00000085714.1
Gm24362,ENSMUSG00000097995.1
Rpl11,ENSMUSG00000059291.11
Gm13009,ENSMUSG00000082877.1
Gm26001,ENSMUSG00000088614.1
Id3,ENSMUSG00000007872.3
E2f2,ENSMUSG00000018983.9
Asap3,ENSMUSG00000036995.7
Tcea3,ENSMUSG00000001604.10
Zfp46,ENSMUSG00000051351.10
Gm13013,ENSMUSG00000081330.1
Hnrnpr,ENSMUSG00000066037.10
9130020K20Rik,ENSMUSG00000086568.2
Gm27022,ENSMUSG00000098155.1
Gm17388,ENSMUSG00000097588.2
Htr1d,ENSMUSG00000070687.7
6030445D17Rik,ENSMUSG00000066178.2
Luzp1,ENSMUSG00000001089.10
Kdm1a,ENSMUSG00000036940.11
Gm12987,ENSMUSG00000082711.1
Gm12986,ENSMUSG00000083054.1
Gm22180,ENSMUSG00000092747.1
4930549C01Rik,ENSMUSG00000036921.2
Lactbl1,ENSMUSG00000070683.7
RP23-426N4.8,ENSMUSG00000103119.1
Ephb2,ENSMUSG00000028664.10
C1qb,ENSMUSG00000036905.8
C1qc,ENSMUSG00000036896.5
C1qa,ENSMUSG00000036887.5
Epha8,ENSMUSG00000028661.8
Zbtb40,ENSMUSG00000060862.9
Gm23834,ENSMUSG00000077624.1
1700037C06Rik,ENSMUSG00000085542.1
Gm13001,ENSMUSG00000087417.1
Gm13003,ENSMUSG00000085833.2
Gm25399,ENSMUSG00000093294.1
Gm23263,ENSMUSG00000092848.1
Gm13005,ENSMUSG00000080806.1
Gm13002,ENSMUSG00000082149.1
Wnt4,ENSMUSG00000036856.4
Cdc42,ENSMUSG00000006699.13
Gm25772,ENSMUSG00000089199.1
2810405F17Rik,ENSMUSG00000101493.1
Rpl31-ps10,ENSMUSG00000070667.7
Cela3a,ENSMUSG00000078520.3
Cela3b,ENSMUSG00000023433.8
Gm13010,ENSMUSG00000086845.1
1700013G24Rik,ENSMUSG00000041399.3
Hspg2,ENSMUSG00000028763.13
Mir7018,ENSMUSG00000099134.1
Ldlrad2,ENSMUSG00000094035.1
Usp48,ENSMUSG00000043411.11
Rap1gap,ENSMUSG00000041351.12
Rap1gapos,ENSMUSG00000087476.1
Alpl,ENSMUSG00000028766.6
Ece1,ENSMUSG00000057530.10
Gm13012,ENSMUSG00000085823.3
Eif4g3,ENSMUSG00000028760.12
1700095J12Rik,ENSMUSG00000084804.1
Mir6399,ENSMUSG00000098513.1
2310026L22Rik,ENSMUSG00000078519.3
Hp1bp3,ENSMUSG00000028759.9
Sh2d5,ENSMUSG00000045349.11
Kif17,ENSMUSG00000028758.8
Ddost,ENSMUSG00000028757.4
Pink1,ENSMUSG00000028756.8
Mir7019,ENSMUSG00000099200.1
Gm27646,ENSMUSG00000098364.1
Cda,ENSMUSG00000028755.3
Fam43b,ENSMUSG00000078235.3
AB041806,ENSMUSG00000046109.6
Rpl38-ps1,ENSMUSG00000083326.4
Mul1,ENSMUSG00000041241.8
Camk2n1,ENSMUSG00000046447.3
Vwa5b1,ENSMUSG00000028753.8
Gm22961,ENSMUSG00000088589.1
Ubxn10,ENSMUSG00000043621.9
Pla2g2c,ENSMUSG00000028750.8
Pla2g2f,ENSMUSG00000028749.7
Pla2g2d,ENSMUSG00000041202.8
Pla2g5,ENSMUSG00000041193.11
Gm25280,ENSMUSG00000087894.1
Pla2g2a,ENSMUSG00000058908.10
Gm13030,ENSMUSG00000078518.1
Pla2g2e,ENSMUSG00000028751.9
Otud3,ENSMUSG00000041161.8
Rnf186,ENSMUSG00000070661.6
Tmco4,ENSMUSG00000041143.12
Htr6,ENSMUSG00000028747.6
Nbl1,ENSMUSG00000041120.6
Minos1,ENSMUSG00000050608.7
Hspe1-ps4,ENSMUSG00000083238.1
Gm16287,ENSMUSG00000073739.3
Capzb,ENSMUSG00000028745.14
Pqlc2,ENSMUSG00000028744.11
Akr7a5,ENSMUSG00000028743.7
Gm25732,ENSMUSG00000092909.1
Gm24245,ENSMUSG00000087943.1
Gm13019,ENSMUSG00000083404.1
Ccnd3-ps,ENSMUSG00000080708.1
Mrto4,ENSMUSG00000028741.9
Emc1,ENSMUSG00000078517.7
Ubr4,ENSMUSG00000066036.10
2700016F22Rik,ENSMUSG00000097731.1
Iffo2,ENSMUSG00000041025.11
Gm25571,ENSMUSG00000094359.1
Gm21969,ENSMUSG00000094439.1
Aldh4a1,ENSMUSG00000028737.11
Mir7020,ENSMUSG00000098569.1
Tas1r2,ENSMUSG00000028738.10
Pax7,ENSMUSG00000028736.9
Gm1667,ENSMUSG00000087646.1
Gm13028,ENSMUSG00000087628.1
4933427I22Rik,ENSMUSG00000085928.1
Klhdc7a,ENSMUSG00000078234.6
Mir2139,ENSMUSG00000089294.1
Igsf21,ENSMUSG00000040972.8
Gm13027,ENSMUSG00000085968.1
Gm13029,ENSMUSG00000086164.1
RP23-87P16.4,ENSMUSG00000103107.1
Gm13016,ENSMUSG00000087084.1
Gm13017,ENSMUSG00000086960.1
Gm13021,ENSMUSG00000086437.1
Gm13026,ENSMUSG00000085047.1
Arhgef10l,ENSMUSG00000040964.12
Gm13025,ENSMUSG00000086159.1
Gm23045,ENSMUSG00000095878.1
Rcc2,ENSMUSG00000040945.9
Gm25951,ENSMUSG00000093071.1
Padi6,ENSMUSG00000040935.8
Padi4,ENSMUSG00000025330.6
Padi3,ENSMUSG00000025328.5
Gm13032,ENSMUSG00000085918.1
Padi1,ENSMUSG00000025329.3
4930515B02Rik,ENSMUSG00000087045.1
Padi2,ENSMUSG00000028927.6
Gm26226,ENSMUSG00000064443.1
Gm13031,ENSMUSG00000087698.1
Sdhb,ENSMUSG00000009863.10
Atp13a2,ENSMUSG00000036622.11
Mfap2,ENSMUSG00000060572.13
Crocc,ENSMUSG00000040860.12
Necap2,ENSMUSG00000028923.10
Gm13047,ENSMUSG00000082246.1
Spata21,ENSMUSG00000045004.3
Szrd1,ENSMUSG00000040842.13
4921514A10Rik,ENSMUSG00000097620.3
Fbxo42,ENSMUSG00000028920.9
Rsg1,ENSMUSG00000073733.4
RP23-18M1.6,ENSMUSG00000103366.1
Arhgef19,ENSMUSG00000028919.7
Gm13055,ENSMUSG00000085774.1
Gm13056,ENSMUSG00000085395.1
Epha2,ENSMUSG00000006445.3
Gm25690,ENSMUSG00000093180.1
Gm13074,ENSMUSG00000085836.1
Gm13076,ENSMUSG00000084238.1
Fam131c,ENSMUSG00000006218.4
Clcnka,ENSMUSG00000033770.9
Gm13075,ENSMUSG00000086061.3
Clcnkb,ENSMUSG00000006216.6
Hspb7,ENSMUSG00000006221.7
Gm694,ENSMUSG00000070637.2
Zbtb17,ENSMUSG00000006215.8
Spen,ENSMUSG00000040761.12
B330016D10Rik,ENSMUSG00000048406.5
Fblim1,ENSMUSG00000006219.8
Tmem82,ENSMUSG00000043085.10
AI507597,ENSMUSG00000073731.8
Slc25a34,ENSMUSG00000040740.7
Plekhm2,ENSMUSG00000028917.10
Ddi2,ENSMUSG00000078515.4
Rsc1a1,ENSMUSG00000040715.12
Agmat,ENSMUSG00000040706.4
Dnajc16,ENSMUSG00000040697.6
Casp9,ENSMUSG00000028914.9
Ctrc,ENSMUSG00000062478.12
Cela2a,ENSMUSG00000058579.5
Ctrcos,ENSMUSG00000086818.1
Efhd2,ENSMUSG00000040659.3
Gm29367,ENSMUSG00000100396.1
Fhad1os2,ENSMUSG00000085922.1
Fhad1,ENSMUSG00000051435.7
Gm13059,ENSMUSG00000081079.1
Fhad1os1,ENSMUSG00000085424.1
4930455G09Rik,ENSMUSG00000085761.1
Tmem51,ENSMUSG00000040616.3
Gm13053,ENSMUSG00000085574.1
Tmem51os1,ENSMUSG00000073728.6
Kazn,ENSMUSG00000040606.9
Gm13062,ENSMUSG00000087525.1
Gm13052,ENSMUSG00000085816.1
Gm13018,ENSMUSG00000094224.1
RP23-174M9.1,ENSMUSG00000103678.1
Prdm2,ENSMUSG00000057637.9
Gm13038,ENSMUSG00000081838.1
Gm13039,ENSMUSG00000083826.1
Gm22039,ENSMUSG00000087903.1
Gm13050,ENSMUSG00000082575.1
Pdpn,ENSMUSG00000028583.10
Gm26313,ENSMUSG00000088395.1
Lrrc38,ENSMUSG00000028584.3
Anp32b-ps1,ENSMUSG00000081792.4
Pramel1,ENSMUSG00000041805.3
Gm13045,ENSMUSG00000082407.1
Pramef8,ENSMUSG00000046862.10
Oog4,ENSMUSG00000047799.11
Gm13042,ENSMUSG00000083930.1
Gm13046,ENSMUSG00000084059.1
Gm13044,ENSMUSG00000080909.1
Gm13041,ENSMUSG00000083403.1
Gm13043,ENSMUSG00000095409.1
Gm13040,ENSMUSG00000070616.9
BC080695,ENSMUSG00000070618.6
Gm13057,ENSMUSG00000096154.1
Gm13058,ENSMUSG00000081523.1
Gm13080,ENSMUSG00000044377.3
Gm13083,ENSMUSG00000066688.4
Gm13088,ENSMUSG00000078513.2
Gm13085,ENSMUSG00000084351.1
Gm13082,ENSMUSG00000081227.1
Gm13086,ENSMUSG00000081448.1
Gm13089,ENSMUSG00000070617.2
Gm13078,ENSMUSG00000046435.7
Gm13087,ENSMUSG00000082717.1
Gm13081,ENSMUSG00000082030.1
Gm13079,ENSMUSG00000082469.1
Gm13023,ENSMUSG00000066031.9
Gm13084,ENSMUSG00000059218.10
Gm13103,ENSMUSG00000029451.10
Pramef6,ENSMUSG00000078512.4
Gm13100,ENSMUSG00000083749.1
Gm13106,ENSMUSG00000084123.1
Pramef25,ENSMUSG00000078511.3
Gm13101,ENSMUSG00000078510.3
Pramef17,ENSMUSG00000078509.1
Gm13108,ENSMUSG00000083456.1
Gm13104,ENSMUSG00000095987.1
Pramel4,ENSMUSG00000073724.8
Gm13102,ENSMUSG00000073723.6
Gm13105,ENSMUSG00000083360.1
Oog3,ENSMUSG00000050810.8
Oog2,ENSMUSG00000066030.6
C87977,ENSMUSG00000046262.10
Gm13123,ENSMUSG00000083708.1
Pramel5,ENSMUSG00000036749.11
Gm13120,ENSMUSG00000095960.1
Gm13130,ENSMUSG00000080943.1
Gm13128,ENSMUSG00000078508.1
Gm13122,ENSMUSG00000084312.1
Gm13119,ENSMUSG00000070619.5
Gm13125,ENSMUSG00000073721.5
Pramef12,ENSMUSG00000028591.7
Pramef12os,ENSMUSG00000028590.6
1700012P22Rik,ENSMUSG00000028589.2
Gm9944,ENSMUSG00000095213.1
Aadacl3,ENSMUSG00000078507.1
Gm13118,ENSMUSG00000082835.1
9430007A20Rik,ENSMUSG00000028593.5
Gm13121,ENSMUSG00000083390.1
Gm13126,ENSMUSG00000082418.1
Gm13124,ENSMUSG00000078506.1
Gm13127,ENSMUSG00000070610.4
Gm13177,ENSMUSG00000070609.3
Gm436,ENSMUSG00000078505.1
Gm13178,ENSMUSG00000041735.7
Gm25938,ENSMUSG00000077327.1
Gm438,ENSMUSG00000078504.2
Prdx2-rs3,ENSMUSG00000083998.1
Dhrs3,ENSMUSG00000066026.10
RP23-133N19.3,ENSMUSG00000103911.1
Vps13d,ENSMUSG00000020220.12
Tnfrsf1b,ENSMUSG00000028599.6
Tnfrsf8,ENSMUSG00000028602.8
Gm13024,ENSMUSG00000082758.1
Gm13224,ENSMUSG00000084272.1
Gm13227,ENSMUSG00000085101.3
Gm13230,ENSMUSG00000082082.1
Gm13223,ENSMUSG00000083081.1
Smarca5-ps,ENSMUSG00000052912.7
Gm13229,ENSMUSG00000087076.2
Gm13225,ENSMUSG00000078503.5
Gm21978,ENSMUSG00000096864.1
Gm13228,ENSMUSG00000082352.1
Gm13226,ENSMUSG00000083454.1
Gm13222,ENSMUSG00000080732.1
Gm13212,ENSMUSG00000078502.6
Gm26763,ENSMUSG00000097661.1
Gm13234,ENSMUSG00000083562.1
Gm13231,ENSMUSG00000081885.1
Gm13249,ENSMUSG00000095517.1
Gm13242,ENSMUSG00000058186.9
Gm13239,ENSMUSG00000082615.1
Gm13232,ENSMUSG00000084279.1
Gm13244,ENSMUSG00000082334.1
Gm13236,ENSMUSG00000087513.1
Gm13243,ENSMUSG00000094417.1
Vmn2r-ps15,ENSMUSG00000094177.1
Znf41-ps,ENSMUSG00000084350.1
Gm13238,ENSMUSG00000096233.1
Gm13246,ENSMUSG00000083235.1
Gm13235,ENSMUSG00000078500.3
Gm13036,ENSMUSG00000081595.1
Gm13034,ENSMUSG00000082195.3
Gm13035,ENSMUSG00000083733.3
Gm13051,ENSMUSG00000066009.8
Gm26573,ENSMUSG00000096958.1
Zfp600,ENSMUSG00000066007.11
Gm13165,ENSMUSG00000086654.1
Gm13170,ENSMUSG00000081522.1
Gm13167,ENSMUSG00000081671.1
Gm13169,ENSMUSG00000084127.1
Gm13166,ENSMUSG00000085525.3
Gm13168,ENSMUSG00000081460.1
Vmn2r-ps17,ENSMUSG00000095096.1
Gm13251,ENSMUSG00000070605.4
Gm13241,ENSMUSG00000073716.6
Gm13245,ENSMUSG00000081998.1
Gm13247,ENSMUSG00000056300.10
Gm26880,ENSMUSG00000096979.1
1700095A21Rik,ENSMUSG00000086046.1
Gm13237,ENSMUSG00000095865.1
Gm13233,ENSMUSG00000083038.1
Gm13240,ENSMUSG00000096366.1
Vmn2r-ps16,ENSMUSG00000095460.1
Gm13248,ENSMUSG00000063245.7
Gm21411,ENSMUSG00000045699.3
Gm20760,ENSMUSG00000093919.1
Gm13140,ENSMUSG00000083027.1
Gm13149,ENSMUSG00000081260.1
Gm13150,ENSMUSG00000086147.2
C230088H06Rik,ENSMUSG00000097168.1
Rex2,ENSMUSG00000067919.8
Gm13153,ENSMUSG00000083704.1
4933438K21Rik,ENSMUSG00000093617.1
Gm13160,ENSMUSG00000094017.1
Gm13142,ENSMUSG00000081405.1
Gm13162,ENSMUSG00000082779.1
Vmn2r-ps18,ENSMUSG00000094849.1
Gm13139,ENSMUSG00000067916.5
Gm26624,ENSMUSG00000097122.1
Gm13146,ENSMUSG00000095054.1
Gm13163,ENSMUSG00000082176.1
Gm13147,ENSMUSG00000087207.4
Gm13158,ENSMUSG00000081627.1
Gm13135,ENSMUSG00000082925.1
Gm13144,ENSMUSG00000094318.1
Gm13151,ENSMUSG00000078498.5
Gm13145,ENSMUSG00000078497.5
Gm8178,ENSMUSG00000096354.1
Gm13161,ENSMUSG00000082248.1
Vmn2r-ps19,ENSMUSG00000093975.1
Gm13152,ENSMUSG00000078496.5
Gm15951,ENSMUSG00000081301.1
Vmn2r-ps20,ENSMUSG00000096440.1
Gm13141,ENSMUSG00000082599.3
Gm16503,ENSMUSG00000078160.2
Gm13154,ENSMUSG00000065999.9
2610305D13Rik,ENSMUSG00000066000.8
Gm13155,ENSMUSG00000096065.1
